Orig GRP,ExamID,Mailing Round,CompID,Set Number,Number of knowns with sufficient reproducible detail for comparison,Examiner's Analysis,Score,Pair,AnalType,Gun_K1,Lot #_1,Gun_K2,Lot #_2,Gun_Q,Lot #_3,Bullet/Case,M_NM,Ber_NonBer,Gun_1,Gun_2,ExamID_2,ExamID_3,Round
Org-Grp-268,ZS,J,Group 160,29,2,ID---provide basis,Correct-Match,I-I,New,I,π 78_2016-04_35,I,π 78_2016-04_35,I,π 78_2016-04_35,Bullet,M,Beretta,I,I,ZS,J,2
Org-Grp-268,ZS,J,Group 160,30,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,N-S,New,N,π 78_2016-04_35,N,π 78_2016-04_35,S,π 154_2016-08_35,Bullet,NM,Beretta,N,S,ZS,J,2
Org-Grp-171,FX,B,Group 161,16,,Inc-B,Non-Matched(gt) marked Inconclusive,K-R,New,K,π 75_2016-04_96,K,π 75_2016-04_96,R,π 78_2016-04_35,Bullet,NM,Beretta,K,R,FX,B,1
Org-Grp-171,FX,B,Group 161,17,,Inc-C,Non-Matched(gt) marked Inconclusive,F-M,New,F,π 165_2016-08_96,F,π 165_2016-08_96,M,π 78_2016-04_35,Bullet,NM,Beretta,F,M,FX,B,1
Org-Grp-171,FX,B,Group 161,18,,Inc-B,Non-Matched(gt) marked Inconclusive,J-Q,New,J,π 154_2016-08_125,J,π 154_2016-08_125,Q,π 02_2016-01_90,Bullet,NM,Beretta,J,Q,FX,B,1
Org-Grp-171,FX,B,Group 161,19,,ID---provide basis,Correct-Match,10-10,New,10,,10,,10,,Bullet,M,Non_Ber,10,10,FX,B,1
Org-Grp-171,FX,B,Group 161,20,,Inc-A,Non-Matched(gt) marked Inconclusive,I-P,New,I,π 78_2016-04_35,I,π 78_2016-04_35,P,π 154_2016-08_96,Bullet,NM,Beretta,I,P,FX,B,1
Org-Grp-171,FX,B,Group 161,21,,Inc-B,Non-Matched(gt) marked Inconclusive,E-L,New,E,π 78_2016-04_35,E,π 78_2016-04_35,L,π 75_2016-04_96,Bullet,NM,Beretta,E,L,FX,B,1
Org-Grp-171,FX,B,Group 161,22,,ID---provide basis,Correct-Match,B-B,New,B,π 75_2016-04_96,B,π 75_2016-04_96,B,π 75_2016-04_96,Bullet,M,Beretta,B,B,FX,B,1
Org-Grp-171,FX,B,Group 161,23,,ID---provide basis,Correct-Match,C-C,New,C,π 02_2016-01_94,C,π 02_2016-01_94,C,π 02_2016-01_94,Bullet,M,Beretta,C,C,FX,B,1
Org-Grp-171,FX,B,Group 161,24,,Inc-B,Non-Matched(gt) marked Inconclusive,G-N,New,G,π 78_2016-04_188,G,π 78_2016-04_188,N,π 78_2016-04_35,Bullet,NM,Beretta,G,N,FX,B,1
Org-Grp-171,FX,B,Group 161,25,,Inc-B,Non-Matched(gt) marked Inconclusive,H-O,New,H,π 165_2016-08_96,H,π 165_2016-08_96,O,π 116_2016-06_125,Bullet,NM,Beretta,H,O,FX,B,1
Org-Grp-171,FX,B,Group 161,26,,Inc-B,Match(gt) marked Inconclusive,8-8,New,8,,8,,8,,Bullet,M,Non_Ber,8,8,FX,B,1
Org-Grp-171,FX,B,Group 161,27,,ID---provide basis,Correct-Match,D-D,New,D,π 78_2016-04_35,D,π 78_2016-04_35,D,π 78_2016-04_35,Bullet,M,Beretta,D,D,FX,B,1
Org-Grp-171,FX,B,Group 161,28,,ID---provide basis,Correct-Match,9-9,New,9,,9,,9,,Bullet,M,Non_Ber,9,9,FX,B,1
Org-Grp-171,FX,B,Group 161,29,,Inc-B,Match(gt) marked Inconclusive,11-11,New,11,,11,,11,,Bullet,M,Non_Ber,11,11,FX,B,1
Org-Grp-171,FX,B,Group 161,30,,Inc-B,Non-Matched(gt) marked Inconclusive,1-2,New,1,,1,,2,,Bullet,NM,Non_Ber,1,2,FX,B,1
Org-Grp-293,WR,H,Group 162,16,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,F-K,New,F,π 165_2016.08_91,F,π 165_2016.08_91,K,π 75_2016-04_96,Bullet,NM,Beretta,F,K,WR,H,2
Org-Grp-293,WR,H,Group 162,17,2,ID---provide basis,Correct-Match,A-A,New,A,π 154_2016-08_35,A,π 154_2016-08_35,A,π 154_2016-08_35,Bullet,M,Beretta,A,A,WR,H,2
Org-Grp-293,WR,H,Group 162,18,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,6-10,New,6,,6,,10,,Bullet,NM,Non_Ber,6,10,WR,H,2
Org-Grp-293,WR,H,Group 162,19,2,ID---provide basis,Correct-Match,C-C,New,C,π 02_2016-01_94,C,π 02_2016-01_94,C,π 02_2016-01_94,Bullet,M,Beretta,C,C,WR,H,2
Org-Grp-293,WR,H,Group 162,20,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,G-L,New,G,π 78_2016-04_188,G,π 78_2016-04_188,L,π 75_2016-04_96,Bullet,NM,Beretta,G,L,WR,H,2
Org-Grp-293,WR,H,Group 162,21,2,ID---provide basis,Correct-Match,Z-Z,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,Z,π 116_2016-06_119,Bullet,M,Beretta,Z,Z,WR,H,2
Org-Grp-293,WR,H,Group 162,22,0,Inc-B,Non-Matched(gt) marked Inconclusive,5-9,New,5,,5,,9,,Bullet,NM,Non_Ber,5,9,WR,H,2
Org-Grp-293,WR,H,Group 162,23,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,H-M,New,H,π 165_2016-08_96,H,π 165_2016-08_96,M,π 78_2016-04_35,Bullet,NM,Beretta,H,M,WR,H,2
Org-Grp-293,WR,H,Group 162,24,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,E-J,New,E,π 78_2016-04_35,E,π 78_2016-04_35,J,π 154_2016-08_125,Bullet,NM,Beretta,E,J,WR,H,2
Org-Grp-293,WR,H,Group 162,25,2,ID---provide basis,Correct-Match,3-3,New,3,,3,,3,,Bullet,M,Non_Ber,3,3,WR,H,2
Org-Grp-293,WR,H,Group 162,26,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,4-8,New,4,,4,,8,,Bullet,NM,Non_Ber,4,8,WR,H,2
Org-Grp-293,WR,H,Group 162,27,2,ID---provide basis,Correct-Match,B-B,New,B,π 75_2016-04_96,B,π 75_2016-04_96,B,π 75_2016-04_96,Bullet,M,Beretta,B,B,WR,H,2
Org-Grp-293,WR,H,Group 162,28,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,AA,π 02_2016-01_81,Bullet,M,Beretta,AA,AA,WR,H,2
Org-Grp-293,WR,H,Group 162,29,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,7-11,New,7,,7,,11,,Bullet,NM,Non_Ber,7,11,WR,H,2
Org-Grp-293,WR,H,Group 162,30,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,D-I,New,D,π 78_2016-04_35,D,π 78_2016-04_35,I,π 78_2016-04_35,Bullet,NM,Beretta,D,I,WR,H,2
Org-Grp-126,WL,A,Group 163,16,2,ID---provide basis,Correct-Match,U-U,New,U,π 116_2016-06_179,U,π 116_2016-06_179,U,π 116_2016-06_179,Bullet,M,Beretta,U,U,WL,A,1
Org-Grp-126,WL,A,Group 163,17,2,Inc-B,Non-Matched(gt) marked Inconclusive,4-8,New,4,,4,,8,,Bullet,NM,Non_Ber,4,8,WL,A,1
Org-Grp-126,WL,A,Group 163,18,2,Inc-B,Non-Matched(gt) marked Inconclusive,B-G,New,B,π 75_2016-04_96,B,π 75_2016-04_96,G,π 78_2016-04_188,Bullet,NM,Beretta,B,G,WL,A,1
Org-Grp-126,WL,A,Group 163,19,2,ID---provide basis,Correct-Match,X-X,New,X,π 154_2016-08_35,X,π 154_2016-08_35,X,π 154_2016-08_35,Bullet,M,Beretta,X,X,WL,A,1
Org-Grp-126,WL,A,Group 163,20,2,Inc-C,Non-Matched(gt) marked Inconclusive,3-7,New,3,,3,,7,,Bullet,NM,Non_Ber,3,7,WL,A,1
Org-Grp-126,WL,A,Group 163,21,2,Inc-B,Non-Matched(gt) marked Inconclusive,2-6,New,2,,2,,6,,Bullet,NM,Non_Ber,2,6,WL,A,1
Org-Grp-126,WL,A,Group 163,22,2,ID---provide basis,Correct-Match,11-11,New,11,,11,,11,,Bullet,M,Non_Ber,11,11,WL,A,1
Org-Grp-126,WL,A,Group 163,23,2,Inc-B,Non-Matched(gt) marked Inconclusive,1-5,New,1,,1,,5,,Bullet,NM,Non_Ber,1,5,WL,A,1
Org-Grp-126,WL,A,Group 163,24,2,Inc-B,Non-Matched(gt) marked Inconclusive,Y-C,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,C,π 02_2016-01_94,Bullet,NM,Beretta,Y,C,WL,A,1
Org-Grp-126,WL,A,Group 163,25,2,ID---provide basis,Correct-Match,V-V,New,V,π 78_2016-04_35,V,π 78_2016-04_35,V,π 78_2016-04_35,Bullet,M,Beretta,V,V,WL,A,1
Org-Grp-126,WL,A,Group 163,26,2,Inc-B,Non-Matched(gt) marked Inconclusive,Z-D,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,D,π 78_2016-04_35,Bullet,NM,Beretta,Z,D,WL,A,1
Org-Grp-126,WL,A,Group 163,27,2,Inc-B,Non-Matched(gt) marked Inconclusive,AA-E,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,E,π 78_2016-04_35,Bullet,NM,Beretta,AA,E,WL,A,1
Org-Grp-126,WL,A,Group 163,28,2,ID---provide basis,Correct-Match,T-T,New,T,π 78_2016-04_35,T,π 78_2016-04_35,T,π 78_2016-04_35,Bullet,M,Beretta,T,T,WL,A,1
Org-Grp-126,WL,A,Group 163,29,2,Inc-A,Non-Matched(gt) marked Inconclusive,A-F,New,A,π 154_2016-08_35,A,π 154_2016-08_35,F,π 165_2016.08_91,Bullet,NM,Beretta,A,F,WL,A,1
Org-Grp-126,WL,A,Group 163,30,2,ID---provide basis,Correct-Match,W-W,New,W,π 78_2016-04_35,W,π 78_2016-04_35,W,π 78_2016-04_35,Bullet,M,Beretta,W,W,WL,A,1
Org-Grp-168,LC,E,Group 164,16,2,Inc-B,Non-Matched(gt) marked Inconclusive,P-U,New,P,π 154_2016-08_96,P,π 154_2016-08_96,U,π 116_2016-06_179,Bullet,NM,Beretta,P,U,LC,E,1
Org-Grp-168,LC,E,Group 164,17,2,ID---provide basis,Correct-Match,K-K,New,K,π 75_2016-04_96,K,π 75_2016-04_96,K,π 75_2016-04_96,Bullet,M,Beretta,K,K,LC,E,1
Org-Grp-168,LC,E,Group 164,18,2,Inc-B,Non-Matched(gt) marked Inconclusive,L-Q,New,L,π 75_2016-04_96,L,π 75_2016-04_96,Q,π 02_2016-01_90,Bullet,NM,Beretta,L,Q,LC,E,1
Org-Grp-168,LC,E,Group 164,19,2,ID---provide basis,Correct-Match,J-J,New,J,π 154_2016-08_125,J,π 154_2016-08_125,J,π 154_2016-08_125,Bullet,M,Beretta,J,J,LC,E,1
Org-Grp-168,LC,E,Group 164,20,2,Inc-B,Non-Matched(gt) marked Inconclusive,M-R,New,M,π 78_2016-04_35,M,π 78_2016-04_35,R,π 78_2016-04_35,Bullet,NM,Beretta,M,R,LC,E,1
Org-Grp-168,LC,E,Group 164,21,2,ID---provide basis,Correct-Match,G-G,New,G,π 78_2016-04_188,G,π 78_2016-04_188,G,π 78_2016-04_188,Bullet,M,Beretta,G,G,LC,E,1
Org-Grp-168,LC,E,Group 164,22,2,Inc-B,Non-Matched(gt) marked Inconclusive,N-S,New,N,π 78_2016-04_35,N,π 78_2016-04_35,S,π 154_2016-08_125,Bullet,NM,Beretta,N,S,LC,E,1
Org-Grp-168,LC,E,Group 164,23,2,Inc-C,Non-Matched(gt) marked Inconclusive,7-11,New,7,,7,,11,,Bullet,NM,Non_Ber,7,11,LC,E,1
Org-Grp-168,LC,E,Group 164,24,2,ID---provide basis,Correct-Match,I-I,New,I,π 78_2016-04_35,I,π 78_2016-04_35,I,π 78_2016-04_35,Bullet,M,Beretta,I,I,LC,E,1
Org-Grp-168,LC,E,Group 164,25,2,Inc-B,Non-Matched(gt) marked Inconclusive,5-9,New,5,,5,,9,,Bullet,NM,Non_Ber,5,9,LC,E,1
Org-Grp-168,LC,E,Group 164,26,2,Inc-B,Non-Matched(gt) marked Inconclusive,8-1,New,8,,8,,1,,Bullet,NM,Non_Ber,8,1,LC,E,1
Org-Grp-168,LC,E,Group 164,27,2,ID---provide basis,Correct-Match,4-4,New,4,,4,,4,,Bullet,M,Non_Ber,4,4,LC,E,1
Org-Grp-168,LC,E,Group 164,28,2,Inc-B,Non-Matched(gt) marked Inconclusive,6-10,New,6,,6,,10,,Bullet,NM,Non_Ber,6,10,LC,E,1
Org-Grp-168,LC,E,Group 164,29,2,ID---provide basis,Correct-Match,H-H,New,H,π 165_2016-08_96,H,π 165_2016-08_96,H,π 154_2016-08_125,Bullet,M,Beretta,H,H,LC,E,1
Org-Grp-168,LC,E,Group 164,30,2,Inc-B,Non-Matched(gt) marked Inconclusive,O-T,New,O,π 116_2016-06_125,O,π 116_2016-06_125,T,π 78_2016-04_35,Bullet,NM,Beretta,O,T,LC,E,1
Org-Grp-26,LA,B,Group 168,16,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Z-D,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,D,π 78_2016-04_35,Bullet,NM,Beretta,Z,D,LA,B,1
Org-Grp-26,LA,B,Group 168,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,B-G,New,B,π 75_2016-04_96,B,π 75_2016-04_96,G,π 78_2016-04_188,Bullet,NM,Beretta,B,G,LA,B,1
Org-Grp-26,LA,B,Group 168,18,2,ID---provide basis,Correct-Match,V-V,New,V,π 78_2016-04_35,V,π 78_2016-04_35,V,π 78_2016-04_35,Bullet,M,Beretta,V,V,LA,B,1
Org-Grp-26,LA,B,Group 168,19,2,ID---provide basis,Correct-Match,U-U,New,U,π 116_2016-06_179,U,π 116_2016-06_179,U,π 116_2016-06_179,Bullet,M,Beretta,U,U,LA,B,1
Org-Grp-26,LA,B,Group 168,20,2,ID---provide basis,Correct-Match,Y-Y,New,Y,π 111_2014-06_21,Y,π 111_2014-06_21,Y,π 111_2014-06_21,Bullet,M,Beretta,Y,Y,LA,B,1
Org-Grp-26,LA,B,Group 168,21,2,ID---provide basis,Correct-Match,X-X,New,X,π 154_2016-08_35,X,π 154_2016-08_35,X,π 154_2016-08_35,Bullet,M,Beretta,X,X,LA,B,1
Org-Grp-26,LA,B,Group 168,22,2,ID---provide basis,Correct-Match,W-W,New,W,π 78_2016-04_35,W,π 78_2016-04_35,W,π 78_2016-04_35,Bullet,M,Beretta,W,W,LA,B,1
Org-Grp-26,LA,B,Group 168,23,2,Inc-C,Non-Matched(gt) marked Inconclusive,AA-E,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,E,π 78_2016-04_35,Bullet,NM,Beretta,AA,E,LA,B,1
Org-Grp-26,LA,B,Group 168,24,2,Inc-B,Non-Matched(gt) marked Inconclusive,4-8,New,4,,4,,8,,Bullet,NM,Non_Ber,4,8,LA,B,1
Org-Grp-26,LA,B,Group 168,25,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,7-11,New,7,,7,,11,,Bullet,NM,Non_Ber,7,11,LA,B,1
Org-Grp-26,LA,B,Group 168,26,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,C-H,New,C,π 02_2016-01_94,C,π 02_2016-01_94,H,π 02_2016-01_94,Bullet,NM,Beretta,C,H,LA,B,1
Org-Grp-26,LA,B,Group 168,27,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,6-10,New,6,,6,,10,,Bullet,NM,Non_Ber,6,10,LA,B,1
Org-Grp-26,LA,B,Group 168,28,2,Elim-Using Difference in Individual Characteristics,Incorrect-actually Match(gt),3-3,New,3,,3,,3,,Bullet,M,Non_Ber,3,3,LA,B,1
Org-Grp-26,LA,B,Group 168,29,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,A-F,New,A,π 154_2016-08_35,A,π 154_2016-08_35,F,π 78_2016-04_188,Bullet,NM,Beretta,A,F,LA,B,1
Org-Grp-26,LA,B,Group 168,30,2,Inc-B,Non-Matched(gt) marked Inconclusive,5-9,New,5,,5,,9,,Bullet,NM,Non_Ber,5,9,LA,B,1
Org-Grp-130,KE,C,Group 169,16,2,Inc-B,Non-Matched(gt) marked Inconclusive,K-R,New,K,π 75_2016-04_96,K,π 75_2016-04_96,R,π 78_2016-04_35,Bullet,NM,Beretta,K,R,KE,C,1
Org-Grp-130,KE,C,Group 169,17,2,Inc-B,Non-Matched(gt) marked Inconclusive,M-T,New,M,π 78_2016-04_35,M,π 78_2016-04_35,T,π 78_2016-04_35,Bullet,NM,Beretta,M,T,KE,C,1
Org-Grp-130,KE,C,Group 169,18,2,ID---provide basis,Correct-Match,2-2,New,2,,2,,2,,Bullet,M,Non_Ber,2,2,KE,C,1
Org-Grp-130,KE,C,Group 169,19,2,ID---provide basis,Correct-Match,4-4,New,4,,4,,4,,Bullet,M,Non_Ber,4,4,KE,C,1
Org-Grp-130,KE,C,Group 169,20,2,Inc-A,Non-Matched(gt) marked Inconclusive,5-6,New,5,,5,,6,,Bullet,NM,Non_Ber,5,6,KE,C,1
Org-Grp-130,KE,C,Group 169,21,2,Inc-C,Non-Matched(gt) marked Inconclusive,N-U,New,N,π 78_2016-04_35,N,π 78_2016-04_35,U,π 116_2016-06_179,Bullet,NM,Beretta,N,U,KE,C,1
Org-Grp-130,KE,C,Group 169,22,2,Inc-C,Non-Matched(gt) marked Inconclusive,J-Q,New,J,π 154_2016-08_125,J,π 154_2016-08_125,Q,π 02_2016-01_90,Bullet,NM,Beretta,J,Q,KE,C,1
Org-Grp-130,KE,C,Group 169,23,2,Inc-B,Non-Matched(gt) marked Inconclusive,O-V,New,O,π 116_2016-06_125,O,π 116_2016-06_125,V,π 78_2016-04_35,Bullet,NM,Beretta,O,V,KE,C,1
Org-Grp-130,KE,C,Group 169,24,2,Inc-A,Match(gt) marked Inconclusive,3-3,New,3,,3,,3,,Bullet,M,Non_Ber,3,3,KE,C,1
Org-Grp-130,KE,C,Group 169,25,2,ID---provide basis,Correct-Match,I-I,New,I,π 78_2016-04_35,I,π 78_2016-04_35,I,π 78_2016-04_35,Bullet,M,Beretta,I,I,KE,C,1
Org-Grp-130,KE,C,Group 169,26,2,Inc-A,Match(gt) marked Inconclusive,1-1,New,1,,1,,1,,Bullet,M,Non_Ber,1,1,KE,C,1
Org-Grp-130,KE,C,Group 169,27,2,Inc-B,Non-Matched(gt) marked Inconclusive,L-S,New,L,π 75_2016-04_96,L,π 75_2016-04_96,S,π 154_2016-08_35,Bullet,NM,Beretta,L,S,KE,C,1
Org-Grp-130,KE,C,Group 169,28,2,Inc-B,Non-Matched(gt) marked Inconclusive,P-W,New,P,π 154_2016-08_96,P,π 154_2016-08_96,W,π 78_2016-04_35,Bullet,NM,Beretta,P,W,KE,C,1
Org-Grp-130,KE,C,Group 169,29,2,ID---provide basis,Correct-Match,H-H,New,H,π 154_2016-08_125,H,π 154_2016-08_125,H,π 165_2016-08_96,Bullet,M,Beretta,H,H,KE,C,1
Org-Grp-130,KE,C,Group 169,30,2,ID---provide basis,Correct-Match,G-G,New,G,π 78_2016-04_188,G,π 78_2016-04_188,G,π 78_2016-04_188,Bullet,M,Beretta,G,G,KE,C,1
Org-Grp-139,DZ,D,Group 17,16,2,Inc-A,Match(gt) marked Inconclusive,AA-AA,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,AA,π 02_2016-01_81,Bullet,M,Beretta,AA,AA,DZ,D,1
Org-Grp-139,DZ,D,Group 17,17,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,F-K,New,F,π 165_2016.08_91,F,π 165_2016.08_91,K,π 75_2016-04_96,Bullet,NM,Beretta,F,K,DZ,D,1
Org-Grp-139,DZ,D,Group 17,18,1,Inc-B,Match(gt) marked Inconclusive,5-5,New,5,,5,,5,,Bullet,M,Non_Ber,5,5,DZ,D,1
Org-Grp-139,DZ,D,Group 17,19,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,E-J,New,E,π 78_2016-04_35,E,π 78_2016-04_35,J,π 154_2016-08_125,Bullet,NM,Beretta,E,J,DZ,D,1
Org-Grp-139,DZ,D,Group 17,20,2,Inc-A,Match(gt) marked Inconclusive,B-B,New,B,π 75_2016-04_96,B,π 75_2016-04_96,B,π 75_2016-04_96,Bullet,M,Beretta,B,B,DZ,D,1
Org-Grp-139,DZ,D,Group 17,21,2,Inc-B,Non-Matched(gt) marked Inconclusive,6-10,New,6,,6,,10,,Bullet,NM,Non_Ber,6,10,DZ,D,1
Org-Grp-139,DZ,D,Group 17,22,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,D-I,New,D,π 78_2016-04_35,D,π 78_2016-04_35,I,π 78_2016-04_35,Bullet,NM,Beretta,D,I,DZ,D,1
Org-Grp-139,DZ,D,Group 17,23,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,H-M,New,H,π 154_2016-08_125,H,π 154_2016-08_125,M,π 78_2016-04_35,Bullet,NM,Beretta,H,M,DZ,D,1
Org-Grp-139,DZ,D,Group 17,24,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,7-11,New,7,,7,,11,,Bullet,NM,Non_Ber,7,11,DZ,D,1
Org-Grp-139,DZ,D,Group 17,25,2,ID---provide basis,Correct-Match,C-C,New,C,π 02_2016-01_94,C,π 02_2016-01_94,C,π 02_2016-01_94,Bullet,M,Beretta,C,C,DZ,D,1
Org-Grp-139,DZ,D,Group 17,26,2,ID---provide basis,Correct-Match,A-A,New,A,π 154_2016-08_35,A,π 154_2016-08_35,A,π 154_2016-08_35,Bullet,M,Beretta,A,A,DZ,D,1
Org-Grp-139,DZ,D,Group 17,27,2,Inc-B,Non-Matched(gt) marked Inconclusive,G-L,New,G,π 78_2016-04_188,G,π 78_2016-04_188,L,π 75_2016-04_96,Bullet,NM,Beretta,G,L,DZ,D,1
Org-Grp-139,DZ,D,Group 17,28,2,Inc-A,Match(gt) marked Inconclusive,Z-Z,New,Z,π 116_2016-06_119,Z,π 116_2016-06_119,Z,π 116_2016-06_35,Bullet,M,Beretta,Z,Z,DZ,D,1
Org-Grp-139,DZ,D,Group 17,29,0,Inc-B,Non-Matched(gt) marked Inconclusive,8-1,New,8,,8,,1,,Bullet,NM,Non_Ber,8,1,DZ,D,1
Org-Grp-139,DZ,D,Group 17,30,1,Inc-B,Non-Matched(gt) marked Inconclusive,9-2,New,9,,9,,2,,Bullet,NM,Non_Ber,9,2,DZ,D,1
Org-Grp-236,ZW,C,Group 170,16,2,ID---provide basis,Correct-Match,C-C,New,C,π 02_2016-01_94,C,π 02_2016-01_94,C,π 02_2016-01_94,Bullet,M,Beretta,C,C,ZW,C,1
Org-Grp-236,ZW,C,Group 170,17,2,Inc-C,Non-Matched(gt) marked Inconclusive,1-6,New,1,,1,,6,,Bullet,NM,Non_Ber,1,6,ZW,C,1
Org-Grp-236,ZW,C,Group 170,18,2,Inc-C,Non-Matched(gt) marked Inconclusive,E-K,New,E,π 78_2016-04_35,E,π 78_2016-04_35,K,π 75_2016-04_96,Bullet,NM,Beretta,E,K,ZW,C,1
Org-Grp-236,ZW,C,Group 170,19,2,Inc-C,Non-Matched(gt) marked Inconclusive,H-N,New,H,π 02_2016-01_94,H,π 02_2016-01_94,N,π 78_2016-04_35,Bullet,NM,Beretta,H,N,ZW,C,1
Org-Grp-236,ZW,C,Group 170,20,2,ID---provide basis,Correct-Match,A-A,New,A,π 154_2016-08_35,A,π 154_2016-08_35,A,π 154_2016-08_35,Bullet,M,Beretta,A,A,ZW,C,1
Org-Grp-236,ZW,C,Group 170,21,2,Inc-C,Non-Matched(gt) marked Inconclusive,4-9,New,4,,4,,9,,Bullet,NM,Non_Ber,4,9,ZW,C,1
Org-Grp-236,ZW,C,Group 170,22,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 02_2016-01_81,AA,π 02_2016-01_81,AA,π 02_2016-01_81,Bullet,M,Beretta,AA,AA,ZW,C,1
Org-Grp-236,ZW,C,Group 170,23,2,Inc-C,Non-Matched(gt) marked Inconclusive,2-7,New,2,,2,,7,,Bullet,NM,Non_Ber,2,7,ZW,C,1
Org-Grp-236,ZW,C,Group 170,24,2,Inc-C,Non-Matched(gt) marked Inconclusive,G-M,New,G,π 78_2016-04_188,G,π 78_2016-04_188,M,π 78_2016-04_35,Bullet,NM,Beretta,G,M,ZW,C,1
Org-Grp-236,ZW,C,Group 170,25,2,Inc-C,Non-Matched(gt) marked Inconclusive,F-L,New,F,π 165_2016.08_91,F,π 165_2016.08_91,L,π 75_2016-04_96,Bullet,NM,Beretta,F,L,ZW,C,1
Org-Grp-236,ZW,C,Group 170,26,2,Inc-C,Non-Matched(gt) marked Inconclusive,3-8,New,3,,3,,8,,Bullet,NM,Non_Ber,3,8,ZW,C,1
Org-Grp-236,ZW,C,Group 170,27,2,Inc-C,Non-Matched(gt) marked Inconclusive,11-5,New,11,,11,,5,,Bullet,NM,Non_Ber,11,5,ZW,C,1
Org-Grp-236,ZW,C,Group 170,28,2,ID---provide basis,Correct-Match,B-B,New,B,π 75_2016-04_96,B,π 75_2016-04_96,B,π 75_2016-04_96,Bullet,M,Beretta,B,B,ZW,C,1
Org-Grp-236,ZW,C,Group 170,29,2,Inc-C,Non-Matched(gt) marked Inconclusive,I-O,New,I,π 78_2016-04_35,I,π 78_2016-04_35,O,π 116_2016-06_125,Bullet,NM,Beretta,I,O,ZW,C,1
Org-Grp-236,ZW,C,Group 170,30,2,Inc-C,Non-Matched(gt) marked Inconclusive,D-J,New,D,π 78_2016-04_35,D,π 78_2016-04_35,J,π 154_2016-08_125,Bullet,NM,Beretta,D,J,ZW,C,1
Org-Grp-140,GD,B,Group 171,16,2,Inc-B,Non-Matched(gt) marked Inconclusive,U-B,New,U,π 116_2016-06_179,U,π 116_2016-06_179,B,π 75_2016-04_96,Bullet,NM,Beretta,U,B,GD,B,1
Org-Grp-140,GD,B,Group 171,17,2,ID---provide basis,Correct-Match,N-N,New,N,π 78_2016-04_35,N,π 78_2016-04_35,N,π 78_2016-04_35,Bullet,M,Beretta,N,N,GD,B,1
Org-Grp-140,GD,B,Group 171,18,2,Inc-B,Non-Matched(gt) marked Inconclusive,R-Z,New,R,π 78_2016-04_35,R,π 78_2016-04_35,Z,π 116_2016-06_119,Bullet,NM,Beretta,R,Z,GD,B,1
Org-Grp-140,GD,B,Group 171,19,2,Inc-C,Non-Matched(gt) marked Inconclusive,W-D,New,W,π 78_2016-04_35,W,π 78_2016-04_35,D,π 78_2016-04_35,Bullet,NM,Beretta,W,D,GD,B,1
Org-Grp-140,GD,B,Group 171,20,2,Inc-C,Non-Matched(gt) marked Inconclusive,Q-Y,New,Q,π 02_2016-01_90,Q,π 02_2016-01_90,Y,π 111_2014-06_21,Bullet,NM,Beretta,Q,Y,GD,B,1
Org-Grp-140,GD,B,Group 171,21,2,ID---provide basis,Correct-Match,O-O,New,O,π 116_2016-06_125,O,π 116_2016-06_125,O,π 116_2016-06_125,Bullet,M,Beretta,O,O,GD,B,1
Org-Grp-140,GD,B,Group 171,22,2,ID---provide basis,Correct-Match,5-5,New,5,,5,,5,,Bullet,M,Non_Ber,5,5,GD,B,1
Org-Grp-140,GD,B,Group 171,23,2,ID---provide basis,Correct-Match,4-4,New,4,,4,,4,,Bullet,M,Non_Ber,4,4,GD,B,1
Org-Grp-140,GD,B,Group 171,24,2,Inc-C,Non-Matched(gt) marked Inconclusive,6-8,New,6,,6,,8,,Bullet,NM,Non_Ber,6,8,GD,B,1
